,video_id,keywords,annotation
1133,6877328562022583559,印度公园健身器材“自行运动”是在闹鬼,假
1134,6838517419460332813,印度公园健身器材“自行运动”是在闹鬼,真
1135,6838492904399310095,印度公园健身器材“自行运动”是在闹鬼,真
1136,6838470532753706240,印度公园健身器材“自行运动”是在闹鬼,真
1138,6838411054205144328,印度公园健身器材“自行运动”是在闹鬼,真
1139,6838123554500889867,印度公园健身器材“自行运动”是在闹鬼,真
1140,6816180936074349839,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1141,6956876863784389895,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1142,3xxsa325kecmpek,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1143,3x7tg8ssm7zb8g9,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1144,6969435715524414756,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1145,3xdr3mm36zqbm74,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,假
1146,6955298325201489166,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1147,6951992689579576613,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1148,7011347681729629448,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1149,6995042411118333215,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1150,3xtzz8mxtfz4wc4,印度卫生部长检查基层防疫，不戴口罩者直接扇嘴巴,真
1151,6753918581664140558,印度宣布成立‘拉达克中央直辖区,真
1152,6753893273120623886,印度宣布成立‘拉达克中央直辖区,真
1153,6883028290722876679,印度宣布成立‘拉达克中央直辖区,真
1154,6883109921852804366,印度宣布成立‘拉达克中央直辖区,假
1155,3x47b3x2jxzeu9s,印度宣布成立‘拉达克中央直辖区,假
1156,6877905833980726542,印度宣布成立‘拉达克中央直辖区,真
1157,6867356883720736011,印度宣布成立‘拉达克中央直辖区,真
1158,3xfves7h27ekhb2,印度宣布成立‘拉达克中央直辖区,假
1159,3xvg6dikbufifg2,印度宣布成立‘拉达克中央直辖区,假
1160,7015162143196613920,印度宣布成立‘拉达克中央直辖区,真
1161,6722341983882333452,印度宣布成立‘拉达克中央直辖区,真
1162,3xhbwukg4sg52sm,印度新冠病人在街头突然倒地,真
1163,6965901953180208423,印度新冠病人在街头突然倒地,真
1164,3xsqqbaw8hmytju,印度新冠病人在街头突然倒地,真
1165,6956010318124404002,印度新冠病人在街头突然倒地,真
1166,3xrq9wuzmb2n2wg,印度新冠病人在街头突然倒地,真
1167,6968679947346939167,印度新冠病人在街头突然倒地,真
1168,6837332562436738307,印度新冠病人在街头突然倒地,真
1169,3x7e8w4ccghcery,印度新冠病人在街头突然倒地,真
1173,3xtj2c37w9gbkyg,印度申遗中国象棋,假
1174,3xdf9duhj7279wy,印度申遗中国象棋,假
1181,3xym6d6rhbwfvwi,印度的火车竟然能买挂票,假
1182,3xyekg2aa2sfxq4,印度的火车竟然能买挂票,假
1202,7039979927290039588,双胞胎嫁同一新郎,真
1203,7039905905583918340,双胞胎嫁同一新郎,真
1204,7039904064364088608,双胞胎嫁同一新郎,真
1205,7042982526268362015,双胞胎嫁同一新郎,真
1206,7042975772717436167,双胞胎嫁同一新郎,真
1207,7040993287494307086,双胞胎嫁同一新郎,真
1210,7045640507996916992,双胞胎嫁同一新郎,真
1211,3xiqs66buw6r2jw,双胞胎嫁同一新郎,真
1212,6806184441392680195,受疫情影响威尼斯出现天鹅和海豚游泳,假
1213,6847423671095610635,受疫情影响威尼斯出现天鹅和海豚游泳,假
1214,6806900594234854664,受疫情影响威尼斯出现天鹅和海豚游泳,假
1215,6806994272903122184,受疫情影响威尼斯出现天鹅和海豚游泳,假
1216,6806636081799286016,受疫情影响威尼斯出现天鹅和海豚游泳,假
1217,6806845737222098189,受疫情影响威尼斯出现天鹅和海豚游泳,假
1218,6815863114907569421,受疫情影响威尼斯出现天鹅和海豚游泳,假
1219,6806940383621270796,受疫情影响威尼斯出现天鹅和海豚游泳,假
1220,6807251562881174797,受疫情影响威尼斯出现天鹅和海豚游泳,假
1221,6808073686147419399,受疫情影响威尼斯出现天鹅和海豚游泳,假
1222,6967963198112713997,受阅飞机有物体掉落,真
1223,6967908914419485988,受阅飞机有物体掉落,真
1226,7024506816197365003,受阅飞机有物体掉落,真
1227,6968670645626342686,受阅飞机有物体掉落,真
1228,6803587758137806088,受阅飞机有物体掉落,真
1230,3xucctxw92h6iy4,变色龙可以随彩笔不断变化颜色,假
1232,6797393343480417544,口罩中间层烧不着的是真口罩,假
1233,6798066523282885896,口罩中间层烧不着的是真口罩,假
1236,6793884900228336911,口罩中间层烧不着的是真口罩,假
1240,6798778448115551495,口罩中间层烧不着的是真口罩,假
1244,6923485823371447559,古罗马人偷走几只蚕让中国损失千亿,假
1245,6898573443512552717,古罗马人偷走几只蚕让中国损失千亿,假
1246,6826634159990017291,古罗马人偷走几只蚕让中国损失千亿,假
1260,7018372776943766823,台风利奇马一工地塔吊倒塌,真
1261,7007607583020240164,台风利奇马一工地塔吊倒塌,真
1262,7007725023771331844,台风利奇马一工地塔吊倒塌,真
1263,7007689008151055630,台风利奇马一工地塔吊倒塌,真
1264,7007625423093796132,台风利奇马一工地塔吊倒塌,真
1271,6723297674604350732,台风灿都登陆前台州大量车辆被吹倒,假
1273,6987652076654316830,台风烟花逐步上移，宁波水库在泄洪,真
1275,6987344677544398113,台风烟花逐步上移，宁波水库在泄洪,假
1276,6989542437265935629,台风烟花逐步上移，宁波水库在泄洪,假
1277,6988011078420647198,台风烟花逐步上移，宁波水库在泄洪,真
1278,6999202660243033351,司机调戏收费员罚200扣6分,假
1281,7054459665228303657,司机调戏收费员罚200扣6分,假
1289,6998925550685261067,司机调戏收费员罚200扣6分,假
1290,7036319814654151947,吃了疯狗肉的狗肉煲,假
1291,7037223827880938752,吃了疯狗肉的狗肉煲,假
1292,3xtf6mqjhubyp6q,吃了疯狗肉的狗肉煲,假
1293,7036919950036012292,吃了疯狗肉的狗肉煲,假
1294,6934173790754573568,合肥地铁卡免费送,真
1295,6934516526846430464,合肥地铁卡免费送,真
1296,3x4hfzaq6dgb4k9,合肥地铁卡免费送,真
1299,6821040396726963460,合肥蹦极没绑绳,假
1300,7053369565618670856,吉县壶口瀑布意外,真
1301,3x2qbcnaz6iin6a,吉县壶口瀑布意外,真
1302,7033779180982603049,吉县壶口瀑布意外,真
1303,7056399445985987871,吉县壶口瀑布意外,真
1304,3x5cu7ezz33wf6y,吉县壶口瀑布意外,真
1305,7056402040389520648,吉县壶口瀑布意外,真
1306,6952024742920604958,吉县壶口瀑布意外,真
1307,3xzni2rn9yb2ur4,吉县壶口瀑布意外,真
1308,6885306773683653899,吉县壶口瀑布意外,假
1309,7056401603636563207,吉县壶口瀑布意外,真
1310,7015112781401787656,吉林一海洋公园虐狗,假
1313,6881220567740058883,吉林一海洋公园虐狗,假
1314,6881463059546672388,吉林一海洋公园虐狗,假
1315,6881935035121847567,吉林一海洋公园虐狗,假
1316,3xujti347fvjy3s,吉林一海洋公园虐狗,假
1317,6991492579351203103,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1318,6757690178191576323,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1319,3x8itqvvdgrs4nw,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1320,6908996925001862407,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1321,6755768839365053700,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1322,6755416306075356428,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1323,6755405727952653580,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1324,6755341958933155075,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1325,3xt37ijwcw6bmda,吉林松原一女孩被一群男女围殴，脑袋被摁进水中,真
1326,6908524417744194824,吉林永吉女子酒后伤人称父亲是局长,真
1328,3x38ctqewjb8hmu,吉林永吉女子酒后伤人称父亲是局长,真
1329,6855480621616221444,吉林永吉女子酒后伤人称父亲是局长,真
1330,6969441526204108062,吉林永吉女子酒后伤人称父亲是局长,真
1331,7021409894137859365,吉林永吉女子酒后伤人称父亲是局长,真
1332,6953603582159506728,吉林永吉女子酒后伤人称父亲是局长,真
1333,6948988362430680351,吉林永吉女子酒后伤人称父亲是局长,真
1334,6810648413433023757,吉林永吉女子酒后伤人称父亲是局长,真
1335,6966807670456077582,吉林汪清天桥岭电死老虎,真
1336,6995471139426274571,吉林汪清天桥岭电死老虎,真
1337,6995458080293031198,吉林汪清天桥岭电死老虎,真
1339,7043746381047008545,吉林汪清天桥岭电死老虎,真
1340,6995453847942499615,吉林汪清天桥岭电死老虎,真
1341,6989478568946388260,吉林电视台播报全市打开井盖排水,真
1342,6995183568620195103,吉林电视台播报全市打开井盖排水,真
1343,6992154335161486600,吉林电视台播报全市打开井盖排水,真
1344,3xcjwkhg9a9yz4m,吉林电视台播报全市打开井盖排水,真
1345,7043426723593014562,吉林电视台播报全市打开井盖排水,真
1346,6896489623871032590,吉林电视台播报全市打开井盖排水,真
1347,6896848817627450637,吉林电视台播报全市打开井盖排水,真
1348,6858865626597903624,吉林电视台播报全市打开井盖排水,真
1349,6982133029397482789,吉林电视台播报全市打开井盖排水,真
1350,6723856443524566280,吉林电视台播报全市打开井盖排水,真
1351,7027662208859393313,吉林路面积水洒水车仍工作,假
1352,6847352943386053892,吉林路面积水洒水车仍工作,假
1353,6986823108564897065,吉林路面积水洒水车仍工作,真
1354,6868254006939094279,吉林路面积水洒水车仍工作,真
1355,6639480431265713421,吉林路面积水洒水车仍工作,假
1356,6995176277158169870,吉林路面积水洒水车仍工作,假
1357,7000724523041541414,吉林路面积水洒水车仍工作,假
1358,7007543428665838852,吉林路面积水洒水车仍工作,假
1359,7015120049664970023,吉林路面积水洒水车仍工作,假
1360,3xfw32q4dqkiyyy,吴江一变电站着火,真
1361,3xrz7pxek48nqnm,吴江一变电站着火,真
1362,3x2vrs88h8z6szq,吴江一变电站着火,真
1363,6951669781250542879,吴江一变电站着火,真
1364,7043686053001186567,吴江一变电站着火,真
1365,3xpwbyigtq8bxhq,吴江一变电站着火,真
1366,3x857esmry8jwjm,吴江一变电站着火,真
1368,6998644293661429003,呼和浩特市小学生带领警察现场抓补课班,假
1369,6998450830852541708,呼和浩特市小学生带领警察现场抓补课班,假
1370,6998757889745718536,呼和浩特市小学生带领警察现场抓补课班,假
1371,6998537799976619295,呼和浩特市小学生带领警察现场抓补课班,假
1372,6998441704458161444,呼和浩特市小学生带领警察现场抓补课班,假
1373,6998682545118367013,呼和浩特市小学生带领警察现场抓补课班,假
1374,7012839691653369118,呼和浩特市小学生带领警察现场抓补课班,假
1375,6998348900516039971,呼和浩特市小学生带领警察现场抓补课班,假
1376,6998418311407062272,呼和浩特市小学生带领警察现场抓补课班,假
1379,6945220453338320142,哈同高速公路桥梁坍塌,真
1380,3x48ret89vhanji,哈同高速公路桥梁坍塌,真
1383,6945371204471573763,哈同高速公路桥梁坍塌,真
1384,7050044992445893918,哈尔滨市化工路发生爆炸,真
1385,7008543910867848479,哈尔滨市化工路发生爆炸,真
1386,3xypsrhjjk8ygi9,哈尔滨市化工路发生爆炸,真
1387,3xphf5chuf8swak,哈尔滨市化工路发生爆炸,真
1388,3xtug64ruchdhnu,哈尔滨市化工路发生爆炸,真
1389,3xyt72fwv379p46,哈尔滨市化工路发生爆炸,真
1396,6857772551565839620,喀麦隆机场警察开枪射击感染新冠肺炎的乘客,假
1398,6990274939051986206,喝茶可消除新冠,假
1404,6991047652259499275,喝茶可消除新冠,真
1406,6901513323875978496,喝茶可消除新冠,真
1407,7054857378411400456,喝茶可消除新冠,真
1419,7027877118893640968,四川整座山移动垮塌，村子、房子、车子全被埋,真
1420,7005070507431169288,四川整座山移动垮塌，村子、房子、车子全被埋,真
1421,7004128355888958753,四川整座山移动垮塌，村子、房子、车子全被埋,真
1422,6863261542293441805,四川整座山移动垮塌，村子、房子、车子全被埋,真
1423,3x5sidac4zdeb99,四川整座山移动垮塌，村子、房子、车子全被埋,假
1424,6695230573637635335,四川整座山移动垮塌，村子、房子、车子全被埋,真
1425,6770980407262399752,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1426,6658113316042345736,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,假
1427,6659638348123999492,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1428,6658859333775838476,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1429,7028138502562860301,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1430,6851858629604150540,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1431,6845297094828281092,四川无牌兰博基尼应急道飙车拒检仅扣6分罚200,真
1432,6843792717835701511,四川江油冰雹大小似鸡蛋,假
1433,6823363913669725448,四川江油冰雹大小似鸡蛋,假
1434,6683804664594517251,四川江油冰雹大小似鸡蛋,假
1435,6683802242291698958,四川江油冰雹大小似鸡蛋,假
1436,6684239798695103755,四川江油冰雹大小似鸡蛋,假
1447,6991499503631076612,四川绵竹九龙山的灵官塔大火烧成灰烬,真
1448,7027920751856553219,四川绵竹九龙山的灵官塔大火烧成灰烬,真
1449,6771036010101918987,四川绵竹九龙山的灵官塔大火烧成灰烬,假
1450,6613318089943551240,四川绵竹灵官塔近日被大火烧成灰烬,假
1451,6843964897949142286,四川达州老人碰瓷逼退小轿车,假
1452,3xhjur3q2exjqw9,四川阿坝州山体滑坡,假
1453,3x9bqung2nu7kc4,四川阿坝州山体滑坡,假
1454,3xbp36nyju5yc56,四川阿坝州山体滑坡,假
1455,7014124247391931688,四川阿坝州山体滑坡,假
1456,7013606549541227807,四川阿坝州山体滑坡,假
1457,7013628745391033614,四川阿坝州山体滑坡,假
1458,7013617655517056293,四川阿坝州山体滑坡,假
1459,7013637183722507533,四川阿坝州山体滑坡,假
1460,7013676560733556004,四川阿坝州山体滑坡,假
1461,7013648410569936166,四川阿坝州山体滑坡,假
1462,7013619339924360483,四川阿坝州山体滑坡,假
1463,6995111532946328845,四车总重400余吨压垮高架桥,真
1464,7043022295295593763,四车总重400余吨压垮高架桥,真
1467,6804776274364534020,回国治新冠肺炎，不免费想投诉,假
1468,6804747267786935560,回国治新冠肺炎，不免费想投诉,假
1469,6805338726206573824,回国治新冠肺炎，不免费想投诉,假
1470,6805114691329756427,回国治新冠肺炎，不免费想投诉,假
1471,6804780254742236419,回国治新冠肺炎，不免费想投诉,假
1472,6804689338765430031,回国治新冠肺炎，不免费想投诉,假
1473,3xdepya4cw8t6t2,回国治新冠肺炎，不免费想投诉,假
1474,3xr87chfid9wvpe,回国治新冠肺炎，不免费想投诉,假
1476,6804990192773025037,回国治新冠肺炎，不免费想投诉,假
1477,6590972352731811075,国产机器人美女表演舞蹈排队四小时,假
1478,6958423364281175331,国产机器人美女表演舞蹈排队四小时,假
1479,7020263243776019748,国产机器人美女表演舞蹈排队四小时,假
1480,6958568570905201920,国产机器人美女表演舞蹈排队四小时,假
1481,6990172593567321374,国产机器人美女表演舞蹈排队四小时,假
1482,7042245916841053473,国产机器人美女表演舞蹈排队四小时,假
1483,6958984117077773601,国产机器人美女表演舞蹈排队四小时,假
1484,6976521836163058982,国产机器人美女表演舞蹈排队四小时,假
1485,6861156588284120332,国产机器人美女表演舞蹈排队四小时,假
1486,6971045158452235535,国产机器人美女表演舞蹈排队四小时,假
1487,7014507425130761479,国产机器人美女表演舞蹈排队四小时,假
1488,6978378060353539341,国产机器人美女表演舞蹈排队四小时,假
1489,3xvivcpu8atrg3i,国外中心街头无业难民围追中国旅游团大巴,真
1490,3xkkg5828b66b6s,国外中心街头无业难民围追中国旅游团大巴,真
1491,3xinxitcp8tr4qi,国外中心街头无业难民围追中国旅游团大巴,真
1494,6831092597377780992,国广停车场被淹,真
1495,6830947702365261063,国广停车场被淹,真
1496,6830943686621203715,国广停车场被淹,真
1497,6830735992824155396,国广停车场被淹,真
1498,6944537695473519883,地震中老师教学生躲课桌下自己却跑了,真
1499,6943403246866238724,地震中老师教学生躲课桌下自己却跑了,真
1500,6943058156968742174,地震中老师教学生躲课桌下自己却跑了,真
1501,6884872001551404303,地震中老师教学生躲课桌下自己却跑了,真
1502,3xcgikuji7xnvy9,地震中老师教学生躲课桌下自己却跑了,真
1503,6943212523181116713,地震中老师教学生躲课桌下自己却跑了,真
1504,7014771785946172676,地震中老师教学生躲课桌下自己却跑了,真
1505,6845443361369820430,地震中老师教学生躲课桌下自己却跑了,真
1506,3xjmefgwtxxvtgy,地震中老师教学生躲课桌下自己却跑了,真
1507,6846996541232663808,地震中老师教学生躲课桌下自己却跑了,真
1508,3xg6j28gs333sqg,地震中老师教学生躲课桌下自己却跑了,真
1509,6847022560618482957,地震中老师教学生躲课桌下自己却跑了,真
1510,6771602582063320334,地震中老师教学生躲课桌下自己却跑了,真
1517,6668609331593891080,埃塞俄比亚客机失事黑匣子最后10秒钟,假
1518,6761524739673558285,埃塞俄比亚客机失事黑匣子最后10秒钟,假
1519,6668169334721891588,埃塞俄比亚客机失事黑匣子最后10秒钟,假
1520,6667832599202860296,埃塞俄比亚客机失事黑匣子最后10秒钟,假
1521,6668604896394120462,埃塞俄比亚客机失事黑匣子最后10秒钟,假
1522,6999618607625866533,埃塞俄比亚客机失事黑匣子最后10秒钟,真
1523,3xukbb7eybxbw5q,埃航客机坠毁前舱内最后时刻,真
1524,6669263871984913678,埃航客机坠毁前舱内最后时刻,假
1525,3xhp7c8a3piwgys,埃航客机坠毁前舱内最后时刻,真
1526,3xfysd9zwk29ggs,埃航客机坠毁前舱内最后时刻,真
1527,6965930944154897672,埃航客机坠毁前舱内最后时刻,真
1528,7018140769592675620,埃航客机坠毁前舱内最后时刻,真
1530,6977225430944255244,塑料大米,假
1545,3x84funch5xarre,塔吊事故有人掉下来,真
1546,3xxy6dwpnfur2gg,塔吊事故有人掉下来,真
1547,6903516292544744717,塔吊事故有人掉下来,真
1548,6963233504134024487,塔吊事故有人掉下来,假
1549,6985123823758675230,塔吊事故有人掉下来,真
1550,6986831637665402148,塔吊事故有人掉下来,真
1551,6714197602209926404,塔吊事故有人掉下来,真
1552,7018173859207728418,塔吊事故有人掉下来,真
1553,6846962776804510988,塔吊事故有人掉下来,真
1554,6790987860217482504,墨尔本飞往广州的航班客舱内满载物资,假
1555,6789596785385000205,墨尔本飞往广州的航班客舱内满载物资,假
1556,6790698483734039823,墨尔本飞往广州的航班客舱内满载物资,假
1557,6790994130337090823,墨尔本飞往广州的航班客舱内满载物资,假
1558,6790377354146467087,墨尔本飞往广州的航班客舱内满载物资,假
1559,6791071587224292615,墨尔本飞往广州的航班客舱内满载物资,假
1560,6790610269031664904,墨尔本飞往广州的航班客舱内满载物资,假
1561,6791042788709469448,墨尔本飞往广州的航班客舱内满载物资,假
1563,6841641009479273742,墨西哥今10:35大地震，震中7.2级,假
1564,6841738028021599488,墨西哥今10:35大地震，震中7.2级,假
1565,3xwkd4bdkd3yft4,墨西哥今10:35大地震，震中7.2级,假
1566,6841698145173277965,墨西哥今10:35大地震，震中7.2级,假
1567,7043720289464749325,外卖小哥送餐回来发现电动车被盗坐地痛哭,真
1568,6767485224801684747,外卖小哥送餐回来发现电动车被盗坐地痛哭,假
1569,6946368506640223519,外卖小哥送餐回来发现电动车被盗坐地痛哭,真
1570,6946559118064848162,外卖小哥送餐回来发现电动车被盗坐地痛哭,真
1571,6659670456464903436,外卖小哥送餐回来发现电动车被盗坐地痛哭,假
1572,6708125601703660804,外卖小哥送餐回来发现电动车被盗坐地痛哭,假
1573,6666751540021251331,外卖小哥送餐回来发现电动车被盗坐地痛哭,假
1574,6934517181774302464,外卖小哥送餐回来发现电动车被盗坐地痛哭,真
1575,3xnqtnd2zuif7ke,外国人发现美人鱼（鲛人）真实存在,假
1576,7016295347622366504,外国人发现美人鱼（鲛人）真实存在,假
1577,6855981062661754112,外国人发现美人鱼（鲛人）真实存在,假
1578,6966539647115709708,外国人发现美人鱼（鲛人）真实存在,假
1579,7054455374837075204,外国人发现美人鱼（鲛人）真实存在,假
1580,7016653111951478027,外国人发现美人鱼（鲛人）真实存在,假
1581,3xcfp4jvic85w8g,外国人辱骂中国人,真
1582,6989553415466634509,外国人辱骂中国人,真
1583,7051566224471280904,外国人辱骂中国人,真
1584,3x2xkqtcffyy486,外国人辱骂中国人,真
1585,6911597286476811534,外国人辱骂中国人,真
1586,3xrt92ujdh8b9ti,外国人辱骂中国人,真
1587,6872297877264207117,外国人辱骂中国人,真
1588,7037037902475300128,外国人辱骂中国人,真
1589,3xnh6ksug7tnyti,外国搏击名将遭中国外卖小哥KO,假
1590,3xsnyqsk2imatxs,外国搏击名将遭中国外卖小哥KO,假
1591,6968800423142624520,外国搏击名将遭中国外卖小哥KO,假
1592,6812556773916937480,外国搏击名将遭中国外卖小哥KO,假
1593,6793448019225267463,外国搏击名将遭中国外卖小哥KO,假
1594,6969037949920906509,外国搏击名将遭中国外卖小哥KO,假
1595,7009610933437746468,外国搏击名将遭中国外卖小哥KO,假
1596,6978447063453273352,外国搏击名将遭中国外卖小哥KO,假
1597,3x2rcnynrkcq2t2,外国搏击名将遭中国外卖小哥KO,假
1598,7033568781016239400,外国搏击名将遭中国外卖小哥KO,假
1599,6969146657258736934,外国搏击名将遭中国外卖小哥KO,假
1600,6890096787571445003,外国搏击名将遭中国外卖小哥KO,假
1604,7025213002756394276,外籍男子在香港地铁上抹口水,假
1605,7038747888897264935,大兴安岭火狐狸,假
1612,7053384921401789708,大兴安岭火狐狸,假
1613,3xjeb2xcq4r62ti,大兴安岭火狐狸,假
1617,6771036373781646605,大兴安岭火狐狸,假
1619,6815763546740116747,大批蝗虫进军上海，数量暴增20倍,真
1622,6817309213111504139,大批蝗虫进军上海，数量暴增20倍,假
1625,6841458671445183744,大爷无健康码徒步千里,假
1632,6841898406458182927,大爷无健康码徒步千里,假
1634,3xvmetj7ig58y82,大连市医大一院有女子跳楼砸伤楼下男子,真
1635,6894776905745042703,大连市医大一院有女子跳楼砸伤楼下男子,真
1636,3xjm82mkej2cppc,大连市医大一院有女子跳楼砸伤楼下男子,真
1639,3xtxwuvhuxfwda2,大连要建方舱医院,真
1644,6855096922303155471,大连要建方舱医院,假
1653,6913856829122465039,大量境外人员挤爆深圳口岸,假
1654,6903409421183995149,大量境外人员挤爆深圳口岸,假
1655,6903438963965529347,大量境外人员挤爆深圳口岸,假
1657,6774614259935563021,大量境外人员挤爆深圳口岸,真
1663,6789475875122318604,天津一男子喷含酒精消毒水后开车抽烟烧死自己,假
1666,6789212420637232392,天津一男子喷含酒精消毒水后开车抽烟烧死自己,假
1667,6789230703390264579,天津一男子喷含酒精消毒水后开车抽烟烧死自己,假
1668,6789116698042699021,天津一男子喷含酒精消毒水后开车抽烟烧死自己,假
1672,6880825119963434247,天津两渔船互殴,假
1673,6880907739334315275,天津两渔船互殴,假
1675,3x8qz5767vxkabm,天津两渔船互殴,假
1676,6881087516192050440,天津两渔船互殴,假
1678,6880856650178104589,天津两渔船互殴,假
1679,3xdqfdv7mydwwfc,天津北辰富锦华庭高层着火,真
1680,3xirssh3uruebri,天津北辰富锦华庭高层着火,真
1681,3xxpn236a2yfygq,天津北辰富锦华庭高层着火,真
1682,3xc5gnc47aqijk4,天津北辰富锦华庭高层着火,真
1683,3xekv75eurqih29,天津北辰富锦华庭高层着火,真
1684,3xu8n8jmv53tx34,天津北辰富锦华庭高层着火,真
1685,3xcz7in4que5si4,天津北辰富锦华庭高层着火,真
1687,6798738016669076750,天津拾荒老人遭暴力执法,真
1689,6798683452519533837,天津拾荒老人遭暴力执法,真
1690,6799129732211346688,天津拾荒老人遭暴力执法,真
1691,6798897058364329229,天津拾荒老人遭暴力执法,真
1692,6798838586625019136,天津拾荒老人遭暴力执法,真
1694,6798791300012313869,天津拾荒老人遭暴力执法,真
1697,3xyy2c76kfs56gu,天津港保税区一车间发生爆炸事故,真
1698,3xz4n9de78h5awk,天津港保税区一车间发生爆炸事故,真
1699,6917517499756023052,天津港保税区一车间发生爆炸事故,真
1700,6917521385057160455,天津港保税区一车间发生爆炸事故,真
1701,6917513241031642380,天津港保税区一车间发生爆炸事故,真
1703,3x5ibdcizvyit4a,天津港保税区一车间发生爆炸事故,真
1704,6917518319717338375,天津港保税区一车间发生爆炸事故,真
1705,3xeaxug5we475m9,天津港保税区一车间发生爆炸事故,真
1706,6917519769889541391,天津港保税区一车间发生爆炸事故,真
1707,6917514786771160333,天津港保税区一车间发生爆炸事故,真
1708,6917513401027677440,天津港保税区一车间发生爆炸事故,真
1709,6917532912292252943,天津港保税区一车间发生爆炸事故,真
1710,6917534938292079879,天津港保税区一车间发生爆炸事故,真
1711,3xfugyiwur4urtm,天津港保税区一车间发生爆炸事故,真
1712,3xry52emffxvgeq,天津港保税区一车间发生爆炸事故,真
1713,3x36yd4pq593xgq,天津港保税区一车间发生爆炸事故,真
1714,6917530149990698240,天津港保税区一车间发生爆炸事故,真
1716,7019175347518328098,天津秋季糖酒会参展商打架,假
1718,6741271306672622852,天目湖服务区爆炸现场,假
1719,6924939109215653123,天目湖服务区爆炸现场,真
1720,6741307029693926659,天目湖服务区爆炸现场,假
1721,6929447653319216398,太原动物园狮子尾巴断了没人管,假
1724,6850243506976328975,太原汾河公园一4岁男童溺亡,假
1728,7048432073551383846,奥迪R8疯狂加速，自拍视频成了临终遗言,假
1729,6969811065626496293,女乘客“神灵上身”使得飞机逃过一劫,真
1733,6791783098536217856,女子向电梯按键吐口水被刑拘,假
1739,6875217471041735939,女子因28万彩礼被拒后自杀,真
1740,6874895234182941959,女子因28万彩礼被拒后自杀,真
1743,7025573055808294159,女子学开车意外撞死奶奶，让教车的丈夫顶包,真
1744,6964273350474550565,女子患怪病流水晶泪,假
1745,6740095929317133582,女子患怪病流水晶泪,假
1746,6739877973362511115,女子患怪病流水晶泪,假
1747,6909484183282781444,女子患怪病流水晶泪,假
1748,6829659638355479811,女子患怪病流水晶泪,假
1749,6862631381806222595,女子患怪病流水晶泪,假
1750,6827215508593495311,女子患怪病流水晶泪,假
1751,6979582520740318497,女子患怪病流水晶泪,假
1752,3xytyzwx3fpd5va,女子晕倒前夫冷漠离开,假
1754,7043952122508872994,女子晕倒前夫冷漠离开,假
1759,7040050087627607304,女子晕倒前夫冷漠离开,假
1760,6866321876864552203,女子晕倒前夫冷漠离开,假
1761,6897530029597527309,女子晕倒前夫冷漠离开,假
1762,7033034658308771110,女子晕倒前夫冷漠离开,假
1763,6989223095152217356,女子被自家狗咬，一小时后当街发“狗疯”,假
1764,6988717281333251335,女子被自家狗咬，一小时后当街发“狗疯”,假
1765,6988500375594749214,女子被自家狗咬，一小时后当街发“狗疯”,假
1766,6968797115782941990,女子被自家狗咬，一小时后当街发“狗疯”,假
1767,6988475024562720033,女子被自家狗咬，一小时后当街发“狗疯”,假
1768,6990396523871767844,女子被自家狗咬，一小时后当街发“狗疯”,假
1769,6960894401027575040,女子被自家狗咬，一小时后当街发“狗疯”,假
1770,6997215310415662375,女子被自家狗咬，一小时后当街发“狗疯”,假
1778,6749010896951020808,女孩奶茶店因“插队”被暴打,假
1779,6748975268213427460,女孩奶茶店因“插队”被暴打,假
1780,6890401070326041867,女性被捕者被港警性侵,真
1781,6890400107934600448,女性被捕者被港警性侵,真
1782,3x9jq8jyb5jby82,女性被捕者被港警性侵,真
1783,3xahzbnw59bgiv2,女性被捕者被港警性侵,真
1784,3x252r556a2924a,女性被捕者被港警性侵,真
1785,7047060920429792524,女性被捕者被港警性侵,真
1786,3xntizpht5qq6ew,女性被捕者被港警性侵,真
1787,7046999925455916318,女性被捕者被港警性侵,真
1788,6891252687153663246,女性被捕者被港警性侵,真
